,amount_of_loan,interest_rate,time_to_repay,simple_interest,cibil_score,past_debt_to_repay,profit_percentage_last_year,competition_scale,sustainability,startup,management_effectivity,Total_Revenue
2576,7373433,7,6,0,663,3390978,23,1,0,1,0,33390200
2577,2397407,12,8,0,620,3187724,43,6,1,0,1,81519100
2578,3227815,6,9,0,867,2560278,46,9,0,0,1,86084520
2579,6359011,14,7,1,753,2178769,43,6,0,0,1,95454070
2580,709937,11,4,1,798,1989167,13,1,1,1,0,59812185
2581,8065288,14,4,1,497,1969645,33,2,1,1,0,75338555
2582,4638042,12,1,0,343,4596010,39,10,1,0,1,129542150
2583,1075380,8,2,1,461,2439567,37,6,1,0,0,87244490
2584,4324196,7,8,1,873,4531039,2,8,1,0,1,103711830
2585,5946933,6,2,0,472,4192487,17,6,1,0,0,73848625
2586,3907122,7,6,0,733,1390230,36,4,0,1,1,90558690
2587,6440751,7,7,1,639,2323046,43,9,1,1,1,65268570
2588,2299127,10,1,1,641,2199196,12,9,0,0,0,77365765
2589,1253009,14,8,0,523,1277752,9,6,0,1,1,186093060
2590,5529366,11,1,0,641,1807744,8,2,0,1,0,119481655
2591,6104719,12,8,1,648,1443559,7,6,0,0,1,57574735
2592,3308185,8,8,1,640,1024650,44,6,1,0,0,150335835
2593,2209409,12,2,1,764,358062,19,1,0,1,0,142317150
2594,9119818,7,8,0,310,1634524,41,10,1,1,1,57720370
2595,8982131,7,6,0,835,4852694,27,3,1,0,1,57760155
2596,7076961,9,8,0,508,3947398,15,10,1,1,1,53388550
2597,7082118,14,4,1,340,4566063,3,1,1,1,1,105941980
2598,4460092,13,6,0,540,1528694,28,8,0,1,1,38479030
2599,1047431,13,2,1,878,2763277,36,8,1,0,1,52086595
2600,6563067,9,8,1,756,4305648,15,1,1,1,1,54440845
2601,3432829,9,1,1,833,4050500,5,3,1,0,0,140601650
2602,5522363,11,4,1,786,1342293,27,10,0,1,0,101115220
2603,7343070,14,2,0,435,3084392,11,1,1,1,0,73682550
2604,7936537,10,4,1,626,1505671,22,7,1,0,0,85633745
2605,5950012,6,8,1,603,4461752,34,3,0,1,1,120561325
2606,5304297,14,9,1,342,773343,2,7,1,0,1,116595235
2607,4377400,10,1,1,895,2273104,16,4,1,1,0,22012420
2608,826681,10,5,0,828,3246813,28,9,1,1,0,69417525
2609,2394162,12,6,1,685,1053283,25,5,0,0,1,118778300
2610,1941997,9,7,1,633,3753428,6,1,1,0,1,69805155
2611,4343736,6,6,1,788,4643286,36,5,0,0,0,102251465
2612,1800860,8,7,0,301,3781768,23,9,1,1,1,101488615
2613,1615446,7,8,0,723,1774546,37,10,1,0,0,45112905
2614,8320157,14,9,1,704,2232674,42,3,1,0,1,84416105
2615,4277177,11,3,1,524,4918791,38,7,1,0,0,81039490
2616,7809312,11,7,1,791,4229754,16,7,0,0,1,31994440
2617,9584346,8,2,1,674,4170029,0,9,0,1,1,58540525
2618,9834921,12,3,1,338,2296976,10,3,0,1,1,72190430
2619,3628531,12,8,1,498,4336499,46,4,0,1,1,87650370
2620,8088848,6,1,1,574,1478323,35,4,1,0,1,95248575
2621,504193,12,8,1,522,4354785,40,3,1,0,1,99656315
2622,4603715,12,6,0,495,97656,22,2,0,1,1,85763320
2623,7424090,13,4,0,474,1486522,6,2,0,1,1,135451135
2624,750911,12,2,0,436,3813782,11,6,0,1,0,82310785
2625,7782361,6,1,0,628,4535079,41,3,1,1,0,17225080
2626,6969397,9,8,1,503,3275042,45,8,1,1,1,41722055
2627,5510329,7,3,0,774,1493620,31,5,0,0,0,99960360
2628,5077368,9,5,1,780,529978,48,6,0,0,1,89224980
2629,6674487,9,8,1,781,1337713,44,1,0,0,0,75339285
2630,4094995,11,9,0,585,659724,19,3,0,1,1,67340675
2631,8318751,6,9,1,461,2143759,13,3,1,0,1,79231645
2632,4755248,12,8,0,757,2652865,28,1,1,0,1,56935985
2633,9068650,9,4,0,493,908960,43,9,0,1,0,142962470
2634,8765009,6,9,0,602,3052410,2,9,1,1,1,44619790
2635,968589,8,7,1,708,2151738,45,3,0,1,1,83791590
2636,1449684,7,5,0,849,2435953,40,4,0,0,1,124048170
2637,6651827,11,7,0,552,4508398,20,4,0,0,0,110184375
2638,7038917,7,4,1,579,2927894,15,8,1,0,1,56300520
2639,2496099,13,4,0,356,3218137,44,5,1,0,1,61864580
2640,3238828,11,9,1,378,444222,10,8,1,0,0,79425460
2641,5327120,8,2,1,497,355338,47,10,1,1,1,73559180
2642,1405696,14,2,0,561,4059698,32,10,1,1,0,86437475
2643,9511523,10,9,1,514,507402,12,3,0,1,0,68996315
2644,8114278,9,4,1,363,944597,14,1,0,1,0,61902540
2645,540883,11,5,1,512,2154880,44,7,0,1,1,69313135
2646,6409599,11,7,1,737,2549241,23,5,1,0,0,151996950
2647,6289041,10,2,1,774,3733971,8,6,0,0,0,63671695
2648,1745529,8,7,0,700,4158084,7,5,1,0,1,58159830
2649,1173967,7,7,0,344,661995,24,2,1,0,1,80383950
2650,7929658,8,5,0,392,2298730,23,5,1,1,0,39955455
2651,1226243,14,3,0,632,1681899,7,1,1,0,1,95791330
2652,7062493,8,1,0,465,387401,48,2,1,0,1,125418015
2653,7192894,9,6,0,514,3680190,45,3,0,1,1,138523705
2654,3980331,9,6,1,423,786542,31,7,1,0,1,141295150
2655,851443,12,6,0,572,2675029,12,3,1,1,1,97879860
2656,4634119,14,9,1,596,333558,24,5,1,1,1,114111775
2657,2301198,7,5,0,415,569285,49,9,1,1,1,75961975
2658,9225826,13,9,0,749,4554355,26,4,1,0,1,147038425
2659,5781237,6,2,0,691,179158,7,1,0,0,1,56301615
2660,1956987,14,1,0,431,1818712,19,6,1,1,1,113129560
2661,3572236,14,5,0,816,1428864,22,2,1,0,0,72595215
2662,5320225,11,9,0,833,4658722,33,1,1,0,0,73909580
2663,6434350,13,8,1,731,324332,25,3,1,0,0,64599890
2664,735723,7,6,1,529,3351440,47,7,1,1,1,43228775
2665,3450750,8,7,0,867,4292554,33,2,0,1,0,125460720
2666,3212208,8,5,1,339,3929890,9,8,0,1,0,147783025
2667,8973553,9,4,0,842,1455626,46,8,1,1,0,46259005
2668,1203165,11,7,1,650,1259408,33,3,1,1,1,97175775
2669,1496698,8,2,0,781,3673884,25,5,1,1,0,59194970
2670,3241529,13,3,0,531,1243635,18,6,1,0,1,76574080
2671,2881265,6,7,0,586,4164060,47,4,0,1,1,34448700
2672,6673042,10,1,0,874,958695,34,5,1,1,0,137806115
2673,9038478,12,8,1,813,304824,46,4,0,0,0,86117005
2674,2954928,12,3,1,483,1119671,23,2,1,0,0,157786945
2675,5373649,8,6,1,821,2280820,41,8,0,1,1,114089145
2676,9566048,13,4,1,328,2359593,18,9,0,0,0,78885260
2677,1744616,10,4,1,850,3151752,27,9,1,0,0,57038185
2678,6153580,7,4,0,752,545608,45,9,0,1,1,64283070
2679,1801921,6,7,1,602,3393885,37,8,0,0,0,97772550
2680,3068482,6,3,1,830,2568640,36,5,0,0,1,66842450
2681,7836509,14,9,1,482,951771,43,6,1,1,1,50813840
2682,1056878,8,6,1,771,916998,47,9,1,0,1,115422855
2683,6843074,9,7,0,828,2173654,41,6,0,0,0,39764195
2684,9941735,9,4,1,399,1301172,2,7,0,1,1,43422955
2685,9458761,14,5,0,335,3200924,33,5,1,1,0,139335100
2686,5179466,12,4,0,725,982801,38,5,0,0,0,56310010
2687,1722653,10,9,1,724,1954112,27,5,1,0,1,58725580
2688,8426301,6,8,1,764,2627220,46,6,1,0,1,54076940
2689,4805622,10,2,0,468,1943647,49,9,1,1,0,109034990
2690,4077986,11,8,0,359,3666497,35,7,0,0,0,64233430
2691,7386663,7,5,1,850,1371992,18,8,0,1,1,91410965
2692,8568432,12,3,0,824,4424229,25,5,1,0,1,55425250
2693,3032053,9,6,0,470,127139,18,7,0,1,0,36539785
2694,8078951,12,1,0,753,1524819,23,6,0,1,1,66062080
2695,2744968,8,9,1,492,3129847,38,6,1,1,1,64945180
2696,5611036,8,4,1,314,4441808,12,1,0,0,0,64510100
2697,2956936,10,5,0,835,801440,34,3,0,1,0,50656525
2698,510055,8,3,0,390,17758,2,1,1,1,0,103099360
2699,9649849,12,1,1,588,961501,19,4,1,0,0,52431155
2700,2272643,6,9,1,477,3631732,4,3,1,1,1,44828570
2701,7384583,6,7,1,555,2409247,32,3,1,0,0,34031140
2702,8740365,13,7,0,487,1214436,21,1,0,1,1,115694415
2703,5347516,10,2,0,465,1915351,36,10,0,0,0,78092115
2704,7150774,6,8,1,770,806290,6,1,0,1,1,81605605
2705,5375835,7,9,1,685,3636089,0,1,1,0,1,74907855
2706,3784592,12,4,1,854,204327,46,2,0,0,1,93052370
2707,1991662,8,1,0,734,2563216,20,2,0,0,0,48004435
2708,3140993,9,9,0,534,627442,3,8,0,0,0,110223430
2709,6878913,13,3,1,370,1921652,27,10,1,0,0,51536905
2710,640217,10,7,0,438,2146336,43,9,0,1,1,48457400
2711,8541536,13,6,0,388,2442656,43,5,1,1,0,120576655
2712,6460320,9,1,0,798,3824540,9,1,1,0,1,102644935
2713,5575532,8,8,0,560,494494,14,10,1,0,0,142389055
2714,6523690,8,6,0,829,2112997,34,10,0,0,0,62855190
2715,8955197,14,6,0,422,383842,9,3,1,0,1,63885220
2716,9251142,14,3,0,364,2072508,40,10,1,0,0,37227080
2717,1964366,10,8,0,411,918175,41,2,1,1,1,142253640
2718,3051693,10,2,0,839,3184078,39,8,0,0,1,36177340
2719,7174732,7,9,1,828,2066292,3,10,1,0,1,80024060
2720,8809496,7,1,1,498,2113159,47,9,0,0,1,79768195
2721,609655,14,8,1,415,2554575,40,6,1,1,1,47295605
2722,4352188,6,2,1,327,1310506,28,3,0,0,1,60203830
2723,3860463,6,2,0,768,362592,38,7,1,0,1,95728550
2724,7329033,11,8,1,891,2519032,40,2,0,1,0,82847700
2725,8365641,11,6,0,791,2178396,45,3,1,0,1,149929955
2726,7518586,14,2,0,317,1172753,1,3,1,0,0,42858300
2727,4723381,7,8,1,459,3432177,21,10,1,1,1,31667035
2728,3583254,7,8,0,750,3664555,11,8,0,0,1,104990425
2729,7086751,6,2,1,773,1759456,42,5,1,0,1,66248960
2730,5309269,12,2,1,398,95681,42,4,0,0,0,101672940
2731,1742062,12,3,1,785,4977993,42,9,1,1,1,156557260
2732,1162513,10,7,1,874,604924,21,7,0,1,1,99794285
2733,1930212,7,9,0,476,3866729,43,9,1,0,0,134873705
2734,3282249,8,6,0,715,3894302,21,6,1,0,1,74887415
2735,7556889,7,9,0,738,2201769,27,7,0,1,1,105917160
2736,1528208,7,8,0,824,3557812,24,8,0,0,0,60517730
2737,5793886,6,1,0,717,2027837,26,4,1,1,1,46420335
2738,8864360,14,8,0,841,1185034,18,1,0,1,0,67200515
2739,6624027,12,5,0,380,2475174,9,7,0,0,1,101566360
2740,5988389,9,1,1,612,1624972,39,8,0,1,0,106357350
2741,7172011,6,7,1,761,2099357,19,3,1,1,1,43081680
2742,8585200,8,2,1,526,4588216,15,10,0,0,0,129502730
2743,5346680,12,6,0,473,1584641,31,8,0,0,0,39840115
2744,1984487,10,8,1,749,3381496,2,9,1,1,1,93202020
2745,9187953,7,9,0,316,2352784,43,6,0,0,0,71625410
2746,1475155,6,5,0,774,3090474,19,6,1,1,1,97167380
2747,9686464,13,1,1,710,585634,4,5,1,0,0,102754435
2748,4178362,11,5,1,675,4434743,48,4,1,0,0,70303745
2749,5781975,8,7,1,718,2004632,47,3,1,1,0,83992705
2750,2737869,11,5,0,323,3942450,20,5,0,1,0,60056735
2751,4005988,8,8,1,576,2125913,16,1,1,0,1,115725075
2752,8037330,13,9,0,409,4160469,2,7,1,1,1,57677300
2753,8858744,14,3,1,744,877633,14,5,1,0,0,49823960
2754,5331965,10,2,0,662,1867632,12,10,0,0,1,61978460
2755,3571624,11,5,1,326,787255,34,7,0,0,1,36137920
2756,2767376,9,7,0,432,4143008,10,4,0,0,0,103534805
2757,5090747,10,1,1,425,4062646,15,9,1,1,1,97998850
2758,6249487,14,7,1,892,3197842,13,9,1,1,0,129806410
2759,9863435,13,7,1,744,2821312,16,6,0,1,0,47193405
2760,8074390,9,1,1,684,2366414,30,7,0,1,0,59879345
2761,5214808,7,5,1,450,872293,32,4,1,0,1,101937930
2762,9031304,8,6,1,348,3667999,30,7,1,0,0,76033515
2763,9642946,12,8,0,720,841938,19,7,0,1,0,40858830
2764,3609012,6,9,1,530,4771684,15,1,1,0,0,127213815
2765,8536486,11,3,1,890,2477012,37,8,0,0,0,65261635
2766,2782077,8,5,1,835,2332379,42,10,0,0,1,61772965
2767,2849298,7,3,0,630,4600441,18,10,1,1,0,103105930
2768,2625087,14,2,1,570,3592497,38,10,1,1,1,103927910
2769,4430925,6,1,0,570,3537731,16,10,0,0,1,156493385
2770,1075057,7,2,1,445,1265939,18,3,1,1,1,63712210
2771,6775411,8,8,0,746,2391201,47,10,1,1,0,75753195
2772,5305763,7,5,0,306,1033504,48,6,1,1,1,78253445
2773,2110834,6,1,0,589,1179120,42,5,0,0,0,50048435
2774,892141,7,3,1,479,121996,2,4,0,1,1,126335625
2775,942028,7,1,0,549,4562724,33,3,0,0,1,104905380
2776,3372621,13,4,1,862,2622828,14,6,0,1,1,55726010
2777,1100122,9,6,1,469,3417169,11,7,0,1,1,40974170
2778,4398064,13,2,0,669,986900,41,2,1,0,0,65909510
2779,3481693,11,2,1,610,3671973,19,2,0,0,0,62600055
2780,5109447,9,5,0,415,4360921,25,4,0,0,0,90002430
2781,3144413,10,5,1,671,455187,7,5,0,0,0,48565075
2782,6335664,13,3,1,557,4007328,23,1,0,0,0,46962725
2783,8651432,10,1,1,858,2799081,18,7,0,1,0,102863935
2784,8803608,10,8,1,403,475118,1,10,1,0,1,72389720
2785,2645943,10,5,1,468,1443403,1,1,0,1,0,146227760
2786,7367349,13,4,0,475,13036,1,8,0,1,0,32109050
2787,8149075,7,9,1,320,1215725,14,2,1,0,0,48757795
2788,4468963,13,9,0,569,3873053,24,7,0,0,0,96468405
2789,1392386,13,5,1,608,1000709,4,8,1,0,0,49268795
2790,2555696,10,2,1,658,212022,47,9,0,1,0,83611645
2791,7989085,12,6,1,753,4978715,35,10,1,0,0,64995550
2792,6729685,12,2,0,605,108961,28,3,1,1,0,84996090
2793,7814883,13,7,1,676,1156193,3,10,0,1,1,42679450
2794,575296,7,9,0,760,2096220,47,5,1,1,0,52074185
2795,5514810,13,1,0,667,551567,24,8,1,1,0,83972630
2796,4554799,14,2,1,586,696692,21,9,1,1,0,81758540
2797,4778198,13,3,0,387,3381573,29,8,1,1,0,107337375
2798,5592070,11,4,0,558,568200,19,10,0,1,0,54943450
2799,6351519,11,8,1,515,3064872,14,4,1,1,1,58897495
2800,9877925,10,3,1,419,2784467,42,2,0,0,0,130607950
2801,6342971,13,5,0,586,3827073,4,9,0,1,0,93396565
2802,1936977,14,4,0,797,2882724,0,6,1,1,0,52053745
2803,7069851,6,1,0,484,1261615,14,8,1,0,0,110776770
2804,2829606,10,9,0,876,3027002,43,1,0,0,1,129539595
2805,7938026,7,2,0,741,3980247,39,6,0,1,0,117640960
2806,5758688,10,5,0,413,2589161,47,6,1,0,0,88033255
2807,5528298,7,6,1,662,3527827,16,1,1,0,1,79970040
2808,5590563,7,7,0,338,3150433,28,1,0,1,1,72394830
2809,1831028,9,5,1,517,1092559,21,4,1,1,1,93626880
2810,943298,12,8,0,522,2140456,1,5,1,0,0,71635630
2811,9397278,14,1,1,878,4087106,15,10,0,0,1,152157550
2812,5412711,14,7,0,498,2562890,17,10,1,0,0,115257510
2813,9314813,11,3,1,765,1094856,45,2,0,0,1,91152910
2814,6923294,14,7,1,412,344994,38,7,0,1,1,38988570
2815,9783230,13,5,1,450,2249384,43,10,1,1,1,83472945
2816,2044811,9,5,1,338,4228887,34,8,0,1,0,34952400
2817,6030685,14,2,0,396,492363,44,7,1,1,1,85964435
2818,6849321,13,8,1,530,3659470,31,2,0,1,1,52577885
2819,3056313,13,9,1,759,878014,40,6,0,1,0,63110325
2820,7951012,6,9,1,320,2389178,27,2,1,0,0,49993320
2821,5383695,13,9,1,597,2233568,47,10,0,1,0,73888045
2822,2112884,9,3,1,868,870090,4,2,0,0,1,93862670
2823,8518579,10,4,1,466,1720412,14,4,0,0,1,64309350
2824,6406794,10,9,1,551,1870963,14,3,1,0,1,68445895
2825,8783336,12,4,0,673,3038715,21,1,0,1,1,33000380
2826,8776301,14,5,1,564,3372866,3,1,1,1,1,64298035
2827,9799571,10,4,0,431,1476701,36,8,0,1,1,57050595
2828,5687356,12,9,1,479,3740087,13,4,0,1,1,47356560
2829,5189056,11,1,1,491,2034059,31,3,0,1,1,47203260
2830,6941934,11,5,0,363,4423537,5,10,1,0,1,105850730
2831,5760484,11,1,0,384,1970000,47,1,1,1,0,54604000
2832,3429727,13,2,1,477,174270,21,2,1,0,1,40308045
2833,4898572,12,8,1,314,1666786,25,6,1,1,1,41949815
2834,1660859,13,6,1,635,675124,4,2,1,1,0,58594910
2835,1435507,7,3,0,395,2206474,2,4,0,0,1,50022885
2836,9199359,7,7,0,594,3806140,12,10,0,1,1,160729210
2837,7664414,14,8,1,515,1025179,7,1,0,1,1,85847635
2838,1156192,10,5,0,851,1622107,5,8,0,1,1,59463975
2839,9717362,14,3,0,860,146356,17,3,0,1,1,98220405
2840,5207094,14,3,1,712,1887265,7,3,0,1,1,91084655
2841,7317964,10,9,1,715,885574,14,10,1,1,0,68941930
2842,5949480,12,8,0,468,3382209,24,6,1,1,1,39379850
2843,2629478,7,5,0,325,132358,18,4,1,1,1,56723920
2844,2228977,13,1,1,837,2839903,29,8,1,1,0,160026585
2845,1469888,10,2,0,860,1547440,25,6,0,0,1,106526710
2846,1077304,9,5,1,578,3581541,33,5,1,1,1,56860795
2847,661227,6,1,1,745,4629960,33,4,1,1,1,150526365
2848,6130788,14,4,0,758,2268683,39,4,0,0,1,100567720
2849,2309162,13,7,1,718,4624240,15,7,1,0,1,127944910
2850,4282463,14,5,1,611,2919959,20,6,0,0,0,84025555
2851,7666293,14,7,1,731,2180308,4,4,0,1,0,60216970
2852,7026365,9,8,0,543,2631943,22,5,1,0,1,36924130
2853,2665895,8,7,0,343,1573196,32,10,1,0,0,78875040
2854,2238159,10,4,0,723,2331595,44,6,0,0,0,24381270
2855,6487859,8,3,1,490,3528959,9,9,1,0,1,58057265
2856,9321809,11,5,1,873,4255854,15,8,0,0,0,100521000
2857,5441035,10,8,1,541,4118476,42,9,1,0,1,63722430
2858,1094212,12,8,0,433,3214354,11,7,1,0,1,100543265
2859,7876421,14,8,0,585,2829734,1,9,1,1,0,144230845
2860,8253839,7,3,1,336,309003,46,6,0,1,0,49060745
2861,9984347,8,5,0,558,3289714,25,4,0,1,0,94518940
2862,8578557,12,7,0,583,4607528,24,5,1,0,1,111499470
2863,7381259,8,5,1,373,3496475,23,6,0,0,1,55520150
2864,3337138,12,6,0,470,4472599,26,1,0,1,1,129082615
2865,4005823,11,5,0,489,2295608,3,6,1,0,0,101400650
2866,1235779,11,6,1,425,4914582,17,10,1,1,1,148090720
2867,3691191,7,3,1,389,1899501,34,4,0,1,0,100062925
2868,4984777,14,5,0,786,1132373,19,9,1,1,1,43730650
2869,1943710,10,8,0,682,3781247,42,10,0,0,1,161138740
2870,7275484,8,4,0,829,3906427,39,3,0,1,0,55105875
2871,3133371,9,3,1,532,4065518,25,8,1,0,0,58788725
2872,6132325,7,6,0,520,3886576,10,2,1,0,0,34546520
2873,4128341,7,1,1,475,4225364,6,8,1,1,1,59956725
2874,2391438,9,7,1,863,4121809,29,4,0,1,0,120264215
2875,6853752,8,2,0,443,531280,15,4,0,1,0,112940855
2876,1376181,7,3,1,719,629173,18,6,1,0,1,102670485
2877,1309318,9,6,1,861,3294564,48,4,1,0,0,48064660
2878,1897908,14,3,1,400,1722623,39,5,0,1,1,52762210
2879,2314320,14,4,1,566,4149957,39,7,1,1,1,99570175
2880,8837062,12,3,1,367,3648098,10,8,0,1,1,64013700
2881,6451422,12,3,1,553,1703415,31,2,0,1,1,83292635
2882,1930459,7,6,1,375,383245,33,10,1,0,0,51818685
2883,7013423,9,7,0,678,1715720,24,9,0,0,1,45461115
2884,8662988,11,5,0,494,543105,45,9,1,0,1,37295700
2885,1529318,8,5,0,657,3616562,28,1,1,1,1,73851180
2886,1277700,11,8,1,767,3647011,4,4,0,0,0,99135095
2887,3559268,9,8,1,584,4950981,42,9,0,0,0,44739510
2888,6979354,11,9,1,358,4155552,22,9,0,0,1,41396475
2889,4434548,10,4,0,535,1956537,8,2,1,1,1,81608160
2890,7759497,14,8,1,754,4164206,41,3,1,1,1,89810805
2891,9490999,14,2,1,492,2221597,27,10,1,1,1,86709400
2892,3166911,10,1,0,546,1562105,43,8,0,0,1,139912530
2893,3735901,7,2,1,872,2230034,14,7,1,1,0,57701025
2894,9876392,12,1,1,801,3195511,20,1,0,1,1,53926195
2895,2240234,7,7,1,465,3740984,24,2,0,0,1,73957030
2896,3562376,6,8,0,338,2444595,20,4,1,0,0,109322245
2897,8929657,11,1,1,655,1767890,35,6,1,1,0,131697475
2898,6841162,7,9,0,423,2758515,32,8,1,1,1,91227735
2899,3777555,9,5,0,513,4735767,38,3,0,1,1,114930835
2900,9665196,8,1,0,590,3634765,47,6,1,1,0,80068590
2901,6816070,10,2,0,814,2949530,44,7,1,0,0,82333780
2902,1314765,6,8,1,420,3017295,44,7,1,0,1,120012365
2903,9493428,12,5,1,472,1287192,42,5,0,1,0,30536630
2904,5589232,12,7,1,540,3071042,25,9,1,0,0,113668300
2905,9352912,13,5,1,575,1818129,12,1,0,0,1,101536430
2906,2386110,12,8,1,802,4873325,35,5,0,0,1,50614550
2907,4391237,8,4,1,694,2638033,26,2,1,0,1,78428280
2908,8559559,6,3,0,322,4602769,29,8,0,1,0,21693045
2909,5285616,10,5,1,355,4956801,30,7,1,0,1,120536505
2910,8497480,12,2,0,629,293731,46,6,0,1,0,66402625
2911,9109801,12,1,1,512,4146840,9,9,0,0,0,108148040
2912,3593855,14,1,0,487,3730502,28,1,0,0,0,76969375
2913,8754763,11,8,1,362,181060,43,9,0,1,0,63863320
2914,5131211,6,5,0,398,840737,32,3,0,1,1,116650350
2915,6527411,14,5,1,654,3837975,44,10,1,1,1,76978500
2916,4705737,11,3,1,764,4783947,2,1,1,1,1,66516140
2917,5540476,7,8,0,570,4783419,19,7,1,0,1,66122670
2918,8023941,6,7,1,473,4541554,0,8,0,1,1,44394950
2919,7978048,11,3,0,775,3572679,28,1,1,1,1,75796630
2920,3660277,6,3,0,345,3127920,29,7,0,1,1,46876585
2921,5799355,8,1,0,839,392996,42,1,0,1,0,41620220
2922,2636695,6,4,1,753,2393298,48,4,1,1,0,95745705
2923,559895,8,1,1,700,2492455,16,4,1,0,1,62179940
2924,9417483,6,8,1,512,4794598,7,1,0,0,1,17766010
2925,963022,13,7,1,659,1380057,6,8,1,1,1,102694575
2926,5660412,7,1,1,526,166928,34,8,1,0,1,82722505
2927,2255038,9,1,0,428,4308783,5,8,1,1,1,100500195
2928,2237613,12,7,1,345,1594511,12,3,1,0,0,71791485
2929,7868925,14,7,1,645,3439496,21,10,1,0,1,98274790
2930,7936732,10,8,0,320,2819465,29,3,0,0,1,95394210
2931,7286575,6,9,0,849,3260766,47,6,1,1,0,122380485
2932,5011033,10,2,0,786,4865477,4,4,1,1,1,46963455
2933,9438866,7,9,1,645,1912785,44,2,0,0,1,43635385
2934,7484482,14,7,0,594,2013257,24,3,1,1,0,97995565
2935,857538,8,5,0,371,232891,35,5,0,0,1,42017705
2936,3134027,8,5,0,527,991755,22,9,0,1,1,53056400
2937,2568794,7,8,1,744,1245886,35,8,0,1,0,55778205
2938,3371846,13,3,0,676,3935754,14,7,0,0,0,66404815
2939,6732302,8,5,1,313,4896390,28,1,1,1,0,154947245
2940,5515326,12,8,0,522,3384649,35,5,0,1,0,53877650
2941,6351454,14,1,1,865,1079592,23,3,1,1,0,58712440
2942,9591142,8,8,1,656,1680667,4,4,0,0,1,98025860
2943,1502583,10,8,1,370,452309,33,3,0,0,0,65502535
2944,9708961,14,6,1,590,3917964,49,7,0,0,1,86294030
2945,6311472,11,8,1,711,1588873,44,7,0,1,0,95438010
2946,3826018,10,3,1,655,2355820,3,10,0,0,0,81436610
2947,3791687,6,1,0,520,3265471,6,4,0,0,1,114011400
2948,7722318,11,3,0,312,682031,40,5,1,0,1,75139995
2949,8621220,13,9,0,518,281980,22,2,1,0,0,102292710
2950,7775874,6,8,1,491,2072619,31,6,0,0,1,38898780
2951,3565730,12,1,0,882,2316803,34,8,1,1,1,129544705
2952,1343709,12,3,1,455,3512041,14,1,1,0,1,81965860
2953,8376431,8,7,1,747,614285,17,10,0,0,0,19762560
2954,7835875,14,1,1,829,295647,18,5,1,1,0,140397615
2955,1941885,11,4,1,324,265456,44,4,0,0,1,112955455
2956,8840163,11,5,1,304,4482095,20,7,1,0,1,90724035
2957,3965002,14,5,0,861,1486727,38,1,0,1,0,22712490
2958,7997495,10,2,0,520,4147567,30,5,0,0,1,42402780
2959,1505891,8,3,1,713,1761471,36,3,0,0,1,56199050
2960,3977892,12,3,1,522,1424863,48,7,1,1,1,44943180
2961,6238922,10,5,1,489,1820937,6,10,1,1,1,87638325
2962,8884762,12,2,1,826,4173302,42,1,1,0,1,77228160
2963,4863521,9,8,0,355,2200524,6,2,1,0,1,32057950
2964,8888810,11,6,1,506,2205273,49,2,1,0,1,101291150
2965,9808593,10,3,0,404,3475366,49,6,1,1,0,42302770
2966,1344892,9,2,0,637,445073,0,8,1,0,0,77721640
2967,1357335,13,3,1,873,2830766,14,8,0,1,1,52409985
2968,9765954,9,3,0,378,4949095,17,9,0,0,0,54366385
2969,3453788,14,2,0,729,4781410,43,5,0,0,1,55039810
2970,2907566,13,8,0,480,1805507,43,9,0,1,1,96124940
2971,810076,11,6,1,324,4888927,42,2,0,1,0,41245000
2972,8544740,12,8,1,880,367322,10,10,1,1,0,148426520
2973,4758276,14,8,0,367,3775625,3,3,0,0,1,67821015
2974,5958197,13,1,1,313,4798830,15,3,1,0,1,90575115
2975,8474904,11,9,1,465,3989025,30,10,0,0,1,106195290
2976,1914829,13,4,0,348,3547767,19,8,0,1,0,90463060
2977,6267581,12,6,1,393,1610668,8,7,0,0,1,103409975
2978,6064021,12,4,1,845,3747091,37,2,0,1,1,60368445
2979,7973961,9,3,1,832,1487591,44,8,1,0,1,68617445
2980,7954209,10,7,1,832,3080156,40,7,0,0,0,57147685
2981,7134894,10,3,1,780,4768239,29,9,1,1,0,60906455
2982,6199447,7,8,0,668,2373167,48,2,0,1,0,77920565
2983,5854405,10,8,0,885,777535,19,5,0,1,0,30497210
2984,1432861,11,7,0,305,2537348,39,3,0,1,0,71048345
2985,9089115,8,6,0,810,3479055,49,2,0,1,1,133049800
2986,6177484,10,1,1,730,3149791,37,9,0,1,1,69939110
2987,6423977,12,9,1,566,3417672,6,10,1,0,1,101495915
2988,9493631,13,8,0,656,4449308,0,4,0,0,1,40400390
2989,5471542,7,6,1,718,5431,13,8,0,1,1,82919970
2990,3040553,10,9,1,303,3384087,39,4,0,1,0,70242060
2991,5112123,6,2,1,842,4778787,35,10,1,0,0,78478285
2992,4508054,8,8,1,445,1116150,24,8,1,1,0,49160025
2993,1788978,13,2,1,528,1311448,15,8,1,1,1,37613615
2994,8665376,12,1,0,418,2716344,9,1,0,1,0,46356825
2995,1843489,10,6,1,634,4710066,49,10,0,0,1,27306380
2996,2399765,8,1,0,775,2806144,14,1,1,1,0,121713995
2997,4750608,10,1,0,313,2687783,39,9,0,0,0,82737105
2998,2343216,12,2,0,589,2220185,45,8,0,0,1,52122000
2999,7885521,8,3,1,313,4876833,1,9,0,0,0,64395125
